ID,Text,Comment
Knatte.Aqueduct_S_1X.DisplayName,Aqueduct,-                    Untranslated
Knatte.Aqueduct_S_5X.DisplayName,Aqueduct 5 Long,-                    Untranslated
Knatte.Aqueduct_S.Description,Aqueduct with wall on one side. Also Stops water at the bottom.,-                    Untranslated
Knatte.Aqueduct_S.FlavorDescription,To be filled,-                    Untranslated
Knatte.Aqueduct_P_1X.DisplayName,Aqueduct 1x1,-                    Untranslated
Knatte.Aqueduct_P_5X.DisplayName,Aqueduct 1x5 Long,-                    Untranslated
Knatte.Aqueduct_P.Description,Aqueduct with wall on Both sides. Also Stops water at the bottom.,-                    Untranslated
Knatte.Aqueduct_P.FlavorDescription,To be filled,-                    Untranslated
Knatte.Aqueduct_Corner.DisplayName,Aqueduct Corner,-                    Untranslated
Knatte.Aqueduct_Corner.Description,Aqueduct with wall on two sides to create a corner. Also Stops water at the bottom.,-                    Untranslated
Knatte.Aqueduct_Corner.FlavorDescription,Water GO left,-                    Untranslated
Knatte.Aqueduct_Lid_1X.DisplayName,Aqueduct Lid,-                    Untranslated
Knatte.Aqueduct_Lid_5X.DisplayName,Aqueduct Lid 5 Long,-                    Untranslated
Knatte.Aqueduct_Lid.Description,Adds a lid that block water from ecaping,-                    Untranslated
Knatte.Aqueduct_Lid.FlavorDescription,Is it a Pipe yet,-                    Untranslated
Knatte.Aqueduct_Wall.DisplayName,Aqueduct Wall Dummy,-                    Untranslated
Knatte.Aqueduct_Wall.Description,Do not block water but may help the Illusion that it does for aesthetics to inner corners.,-                    Untranslated
Knatte.Aqueduct_Wall.FlavorDescription,To be filled,-                    Untranslated
Knatte.Aqueduct_Floor_1X1.DisplayName,Aqueduct Floor,-                    Untranslated
Knatte.Aqueduct_Floor_1X5.DisplayName,Aqueduct Floor 1x5,-                    Untranslated
Knatte.Aqueduct_Floor_2X2.DisplayName,Aqueduct Floor 2x2,-                    Untranslated
Knatte.Aqueduct_Floor_3X3.DisplayName,Aqueduct Floor 3x3,-                    Untranslated
Knatte.Aqueduct_Floor_5X5.DisplayName,Aqueduct Floor 5x5,-                    Untranslated
Knatte.Aqueduct_Floor.Description,Impermeable floor in Aqueduct theme,-                    Untranslated
Knatte.Aqueduct_Floor.FlavorDescription,You shall not pass,-                    Untranslated
Knatte.Aqueduct_Sluice.DisplayName,Aqueduct Sluice,-                    Untranslated
Knatte.Aqueduct_Sluice.Description,"A unidirectional, automated water discharge. in Aqueduct theme and placeable in Aqueducts if it has support under.",-                    Untranslated
Knatte.Aqueduct_Corner_Int.DisplayName,Aqueduct Inner Corner,
Knatte.Aqueduct_Corner_Int.Description,Aqueduct with wall on two sides to create a corner. Also Stops water at the bottom.,
Knatte.Aqueduct_Corner_Int.FlavorDescription,Water GO left,
Knatte.Aqueduct_P_1X_Corner_Int.DisplayName,Aqueduct 1x1 Inner Corner,
Knatte.Aqueduct_P_1X_Corner_Int.Description,Aqueduct with wall on three sides to create a corner. Also Stops water at the bottom.,
Knatte.Aqueduct_P_1X_Corner_Int.FlavorDescription,Water GO left,
Knatte.Aqueduct_Wall2.DisplayName,Aqueduct Wall,
Knatte.Aqueduct_Wall2.Description,"Block water from enter the same block as this, can be used to build underwater paths",
Knatte.Aqueduct_Wall2.FlavorDescription,To be filled,
Knatte.Aqueduct_Wall3.DisplayName,"Offset 
Aqueduct Wall",
Knatte.Aqueduct_Wall3.Description,Block water from enter the same block as wall,
Knatte.Aqueduct_Wall4.DisplayName,"Double offset 
Aqueduct Wall",
Knatte.Aqueduct_Wall4.Description,Block water from enter the same block as wall,
Knatte.Aqueduct_Wall_OffDec.DisplayName,"Offset 
Aqueduct Wall Dummy",
Knatte.Aqueduct_Wall_OffDec2.DisplayName,"Offset Double
Aqueduct Wall Dummy",
